year,movie title,rating,genre,star,director,writer,country,company,score,votes,budget,gross,gross us,gross overseas,runtime,released,more success overseas
1987,Shy People,R,Drama,Jill Clayburgh,Andrey Konchalovskiy,Andrey Konchalovskiy,USA,Cannon Group,6.9,940,0,,769119,,100,3/11/1988,UNK
1987,Surrender,PG,Comedy,Sally Field,Jerry Belson,Jerry Belson,USA,Cannon Group,5.4,692,15000000,,5711976,,105,10/9/1987,UNK
1987,The Hanoi Hilton,R,Drama,Michael Moriarty,Lionel Chetwynd,Lionel Chetwynd,USA,Cannon Group,6,763,0,,760000,,125,5/23/1987,UNK
1986,The Naked Cage,R,Drama,Shari Shattuck,Paul Nicholas,Paul Nicholas,USA,Cannon Group,5.5,327,0,,3136701,,97,3/7/1986,UNK
1986,Avenging Force,R,Action,Michael Dudikoff,Sam Firstenberg,James Booth,USA,"Cannon Group, The",5.9,1808,4000000,,4679650,,104,9/12/1986,UNK
1988,Braddock: Missing in Action III,R,Action,Chuck Norris,Aaron Norris,Steve Bing,USA,"Cannon Group, The",4.7,4679,0,,6193901,,101,1/22/1988,UNK
1988,Messenger of Death,R,Action,Charles Bronson,J. Lee Thompson,Rex Burns,USA,"Cannon Group, The",5.5,1806,0,,3074681,,91,10/21/1988,UNK
1987,Rumpelstiltskin,G,Fantasy,Amy Irving,David Irving,Jacob Grimm,USA,"Cannon Group, The",5.4,444,0,,355253,,84,4/1/1987,UNK
1988,Bloodsport,R,Action,Jean-Claude Van Damme,Newt Arnold,Sheldon Lettich,USA,Cannon International,6.8,63368,1100000,,11806119,,92,4/29/1988,UNK
1988,Platoon Leader,R,War,Tony Pierce,Aaron Norris,Andrew Deutsch,USA,Cannon International,5.4,1193,0,,1348771,,97,10/1/1988,UNK
1992,Fifty/Fifty,R,Action,Peter Weller,Charles Martin Smith,Dennis Shryack,USA,Cannon Pictures,5.8,550,0,,229041,,101,2/26/1993,UNK
1986,Invaders from Mars,PG,Horror,Karen Black,Tobe Hooper,Richard Blake,USA,Cannon Pictures,5.5,5878,12000000,,4884663,,100,6/6/1986,UNK
1992,Rescue Me,PG-13,Action,Michael Dudikoff,Arthur Allan Seidelman,Mike Snyder,USA,Cannon Pictures,5.5,455,0,,198504,,99,12/3/1993,UNK
1991,The Hitman,R,Action,Chuck Norris,Aaron Norris,Robert Geoffrion,USA,Cannon Pictures,5.3,2836,0,,4654288,,95,10/25/1991,UNK
1992,No Place to Hide,R,Thriller,Kris Kristofferson,Richard Danus,Richard Danus,USA,Cannon Pictures Inc.,5.6,505,0,,135004,,100,4/16/1993,UNK
1986,Castaway,R,Adventure,Oliver Reed,Nicolas Roeg,Lucy Irvine,UK,Cannon Screen Entertainment,6,2649,0,,483460,,117,9/11/1987,UNK
1986,Link,R,Horror,Terence Stamp,Richard Franklin,Lee David Zlotoff,UK,Cannon Screen Entertainment,5.9,2080,0,,1720450,,100,9/19/1986,UNK
1995,Miami Rhapsody,PG-13,Comedy,Sarah Jessica Parker,David Frankel,David Frankel,USA,Cantaloupe Production,5.4,2821,0,,5221281,,95,1/27/1995,UNK
2015,Concussion,PG-13,Biography,Will Smith,Peter Landesman,Peter Landesman,UK,"Cantillon Company, The",7.1,64629,35000000,,34531832,,123,12/25/2015,UNK
2014,Tal vez es para siempre,R,Comedy,Lily Collins,Christian Ditter,Juliette Towhidi,Germany,Canyon Creek Films,7.2,85099,0,,14893,,102,4/17/2015,UNK
1994,Street Fighter,PG-13,Action,Jean-Claude Van Damme,Steven E. de Souza,Steven E. de Souza,Japan,Capcom Entertainment,3.8,56055,35000000,,33423521,,102,12/23/1994,UNK
1993,My Life,PG-13,Drama,Michael Keaton,Bruce Joel Rubin,Bruce Joel Rubin,USA,Capella Films,6.8,9147,0,,27484464,,117,11/12/1993,UNK
1997,Austin Powers: International Man of Mystery,PG-13,Adventure,Mike Myers,Jay Roach,Mike Myers,USA,Capella International,7,193479,17000000,,53883989,,94,5/2/1997,UNK
1994,Nobody's Fool,R,Comedy,Paul Newman,Robert Benton,Richard Russo,USA,Capella International,7.4,15759,20000000,,39487686,,110,1/13/1995,UNK
1991,Shattered,R,Crime,Tom Berenger,Wolfgang Petersen,Richard Neely,USA,Capella International,6.5,6807,22000000,,11511031,,98,10/11/1991,UNK
2000,The Adventures of Rocky & Bullwinkle,PG,Animation,Robert De Niro,Des McAnuff,Jay Ward,USA,Capella International,4.2,17406,76000000,,26000610,,92,6/30/2000,UNK
1986,Lady Jane,PG-13,Biography,Helena Bonham Carter,Trevor Nunn,Chris Bryant,UK,Capital Equipment Leasing,7.2,5364,8500000,,277646,,136,2/7/1986,UNK
1994,A Good Man in Africa,R,Comedy,Colin Friels,Bruce Beresford,William Boyd,South Africa,Capitol Films,5,2032,20000000,,2308390,,94,9/9/1994,UNK
2007,Alucinaciones,UNRATED,Comedy,Lindsey Haun,Paddy Breathnach,Pearse Elliott,Ireland,Capitol Films,4.7,14453,0,,1849,,84,8/21/2009,UNK
2007,Before the Devil Knows You're Dead,R,Crime,Philip Seymour Hoffman,Sidney Lumet,Kelly Masterson,USA,Capitol Films,7.3,85707,18000000,,7083025,,117,10/26/2007,UNK
1994,The Chase,PG-13,Action,Charlie Sheen,Adam Rifkin,Adam Rifkin,USA,Capitol Films,5.8,15239,0,,8009329,,100,3/4/1994,UNK
2016,Silence,R,Adventure,Andrew Garfield,Martin Scorsese,Jay Cocks,USA,Cappa Defina Productions,7.2,61798,46000000,,7079191,,161,1/13/2017,UNK
2016,Jason Bourne,PG-13,Action,Matt Damon,Paul Greengrass,Paul Greengrass,UK,Captivate Entertainment,6.7,163614,120000000,,162434410,,123,7/29/2016,UNK
2007,Captivity,R,Crime,Elisha Cuthbert,Roland Joffé,Larry Cohen,USA,Captivity Productions,4.7,21178,17000000,,2626800,,96,7/13/2007,UNK
1994,A Low Down Dirty Shame,R,Action,Keenen Ivory Wayans,Keenen Ivory Wayans,Keenen Ivory Wayans,USA,Caravan Pictures,5.9,4331,10000000,,29392418,,100,11/23/1994,UNK
1994,Angels in the Outfield,PG,Comedy,Danny Glover,William Dear,Dorothy Kingsley,USA,Caravan Pictures,6.1,23966,24000000,,50236831,,102,7/15/1994,UNK
1994,Angie,R,Comedy,Geena Davis,Martha Coolidge,Avra Wing,USA,Caravan Pictures,5.4,1838,0,,9398308,,107,3/4/1994,UNK
1996,Before and After,PG-13,Crime,Meryl Streep,Barbet Schroeder,Rosellen Brown,USA,Caravan Pictures,6.1,7142,35000000,,8797839,,108,2/23/1996,UNK
1996,Celtic Pride,PG-13,Comedy,Damon Wayans,Tom DeCerchio,Judd Apatow,USA,Caravan Pictures,5.2,8709,0,,9255027,,91,4/19/1996,UNK
1995,Dead Presidents,R,Action,Larenz Tate,Albert Hughes,Allen Hughes,USA,Caravan Pictures,6.8,16395,10000000,,24200000,,119,10/6/1995,UNK
1996,First Kid,PG,Family,Sinbad,David Mickey Evans,Tim Kelleher,USA,Caravan Pictures,5.2,8148,0,,26459681,,101,8/30/1996,UNK
1997,G.I. Jane,R,Action,Demi Moore,Ridley Scott,Danielle Alexandra,USA,Caravan Pictures,5.9,64233,50000000,,48169156,,125,8/22/1997,UNK
1997,Gone Fishin',PG,Comedy,Joe Pesci,Christopher Cain,Jill Mazursky,USA,Caravan Pictures,4.7,8375,53000000,,19736932,,94,5/30/1997,UNK
1995,Heavy Weights,PG,Comedy,Tom McGowan,Steven Brill,Judd Apatow,USA,Caravan Pictures,6.7,21136,0,,17689177,,100,2/17/1995,UNK
1998,Holy Man,PG,Comedy,Eddie Murphy,Stephen Herek,Tom Schulman,USA,Caravan Pictures,4.9,17120,60000000,,12065985,,114,10/9/1998,UNK
1994,I Love Trouble,PG,Action,Nick Nolte,Charles Shyer,Nancy Meyers,USA,Caravan Pictures,5.2,10145,45000000,,30806194,,123,6/29/1994,UNK
1995,Powder,PG-13,Drama,Mary Steenburgen,Victor Salva,Victor Salva,USA,Caravan Pictures,6.6,25582,9500000,,30862146,,111,10/27/1995,UNK
1997,RocketMan,PG,Comedy,Harland Williams,Stuart Gillard,Oren Aviv,USA,Caravan Pictures,5.9,7750,0,,15448043,,95,10/10/1997,UNK
1998,Six Days Seven Nights,PG-13,Action,Harrison Ford,Ivan Reitman,Michael Browning,USA,Caravan Pictures,5.8,64070,70000000,,74329966,,98,6/12/1998,UNK
1995,Tall Tale,PG,Adventure,Patrick Swayze,Jeremiah S. Chechik,Steve Bloom,USA,Caravan Pictures,5.9,2814,32000000,,8247627,,98,3/24/1995,UNK
1995,The Big Green,PG,Comedy,Steve Guttenberg,Holly Goldberg Sloan,Holly Goldberg Sloan,USA,Caravan Pictures,5.5,7500,12000000,,17725500,,100,9/29/1995,UNK
1995,The Jerky Boys,R,Comedy,John G. Brennan,James Melkonian,James Melkonian,USA,Caravan Pictures,4.6,2209,0,,7557877,,100,2/3/1995,UNK
2014,Kill Me Three Times,R,Action,Simon Pegg,Kriv Stenders,James McFarland,USA,Cargo Entertainment,5.9,16116,0,,23840,,90,4/10/2015,UNK
2006,Facing the Giants,PG,Drama,Alex Kendrick,Alex Kendrick,Alex Kendrick,USA,Carmel Entertainment,6.7,13291,100000,,10178331,,111,9/29/2006,UNK
1997,Firelight,R,Romance,Sophie Marceau,William Nicholson,William Nicholson,UK,Carnival Film & Television,7.3,3638,0,,784419,,103,9/4/1998,UNK
1991,Under Suspicion,R,Crime,Liam Neeson,Simon Moore,Simon Moore,UK,Carnival Film & Television,6.5,2752,0,,221295,,99,2/28/1992,UNK
1989,DeepStar Six,R,Action,Greg Evigan,Sean S. Cunningham,Lewis Abernathy,USA,Carolco Entertainment,5.2,7701,8000000,,8143225,,105,1/13/1989,UNK
1987,Extreme Prejudice,R,Action,Nick Nolte,Walter Hill,John Milius,USA,Carolco Entertainment,6.6,4924,22000000,,11307844,,96,4/24/1987,UNK
1987,Angel Heart,R,Horror,Mickey Rourke,Alan Parker,William Hjortsberg,UK,Carolco International N.V.,7.3,67453,17000000,,17185632,,113,3/6/1987,UNK
1992,Aces: Iron Eagle III,R,Action,Louis Gossett Jr.,John Glen,Kevin Alyn Elders,UK,Carolco Pictures,3.5,2424,0,,2517600,,98,6/12/1992,UNK
1990,Air America,R,Action,Mel Gibson,Roger Spottiswoode,Christopher Robbins,USA,Carolco Pictures,5.7,23326,35000000,,31053601,,113,8/10/1990,UNK
1992,Bajos instintos,R,Drama,Michael Douglas,Paul Verhoeven,Joe Eszterhas,France,Carolco Pictures,6.9,143903,49000000,,117727000,,127,3/20/1992,UNK
1992,Chaplin,PG-13,Biography,Robert Downey Jr.,Richard Attenborough,David Robinson,UK,Carolco Pictures,7.6,45964,31000000,,9493259,,143,1/8/1993,UNK
1991,Defenseless,R,Mystery,Barbara Hershey,Martin Campbell,James Cresson,USA,Carolco Pictures,5.8,583,0,,6413375,,104,8/23/1991,UNK
1990,El vengador del futuro,R,Action,Arnold Schwarzenegger,Paul Verhoeven,Philip K. Dick,USA,Carolco Pictures,7.5,257253,65000000,,119394840,,113,6/1/1990,UNK
1988,Iron Eagle II,PG,Action,Louis Gossett Jr.,Sidney J. Furie,Kevin Alyn Elders,Canada,Carolco Pictures,3.6,4195,0,,10497324,,100,11/11/1988,UNK
1990,Jacob's Ladder,R,Drama,Tim Robbins,Adrian Lyne,Bruce Joel Rubin,USA,Carolco Pictures,7.5,81979,25000000,,26118851,,113,11/2/1990,UNK
1989,Johnny Handsome,R,Crime,Mickey Rourke,Walter Hill,John Godey,USA,Carolco Pictures,6.1,7483,20000000,,7237794,,94,9/29/1989,UNK
1991,L.A. Story,PG-13,Comedy,Steve Martin,Mick Jackson,Steve Martin,USA,Carolco Pictures,6.7,26346,0,,28862081,,95,2/8/1991,UNK
1995,Last of the Dogmen,PG,Adventure,Tom Berenger,Tab Murphy,Tab Murphy,USA,Carolco Pictures,6.9,4209,0,,7400000,,118,9/8/1995,UNK
1992,Light Sleeper,R,Crime,Willem Dafoe,Paul Schrader,Paul Schrader,USA,Carolco Pictures,6.9,3999,5000000,,1050861,,103,3/13/1992,UNK
1990,Mountains of the Moon,R,Adventure,Patrick Bergin,Bob Rafelson,William Harrison,USA,Carolco Pictures,7.3,2938,0,,4011793,,136,2/23/1990,UNK
1989,Music Box,PG-13,Crime,Jessica Lange,Costa-Gavras,Joe Eszterhas,USA,Carolco Pictures,7.4,5638,0,,6263883,,124,1/19/1990,UNK
1990,Narrow Margin,R,Action,Gene Hackman,Peter Hyams,Peter Hyams,USA,Carolco Pictures,6.6,6377,0,,10873237,,97,9/21/1990,UNK
1991,Queens Logic,R,Comedy,Kevin Bacon,Steve Rash,Tony Spiridakis,USA,Carolco Pictures,5.9,1343,0,,612781,,100,2/1/1991,UNK
1991,Rambling Rose,R,Drama,Laura Dern,Martha Coolidge,Calder Willingham,USA,Carolco Pictures,6.7,4115,7500000,,6266621,,112,9/20/1991,UNK
1988,Rambo III,R,Action,Sylvester Stallone,Peter MacDonald,David Morrell,USA,Carolco Pictures,5.7,99555,63000000,,53715611,,102,5/25/1988,UNK
1988,Red Heat,R,Action,Arnold Schwarzenegger,Walter Hill,Walter Hill,USA,Carolco Pictures,6,53769,29000000,,34994648,,104,6/17/1988,UNK
1990,Repossessed,PG-13,Comedy,Leslie Nielsen,Bob Logan,Bob Logan,USA,Carolco Pictures,4.8,6879,0,,1382462,,80,9/14/1990,UNK
1995,Showgirls,NC-17,Drama,Elizabeth Berkley,Paul Verhoeven,Joe Eszterhas,France,Carolco Pictures,4.7,53325,45000000,,20302961,,128,9/22/1995,UNK
1994,Wagons East,PG-13,Adventure,John Candy,Peter Markle,Matthew Carlson,USA,Carolco Pictures,4.7,4191,0,,4358940,,107,8/26/1994,UNK
1988,Chocolat,PG-13,Drama,Isaach De Bankolé,Claire Denis,Claire Denis,France,Caroline Productions,7.4,2217,0,,2317091,,105,5/1/1989,UNK
2011,"Crazy, Stupid, Love.",PG-13,Comedy,Steve Carell,Glenn Ficarra,Dan Fogelman,USA,Carousel Productions (II),7.4,404694,50000000,,84351197,,100,7/29/2011,UNK
1993,The Saint of Fort Washington,R,Drama,Danny Glover,Tim Hunter,Lyle Kessler,USA,Carrie Productions Inc.,7.2,2027,0,,57115,,100,11/17/1993,UNK
2006,Let's Go to Prison,R,Comedy,Dax Shepard,Bob Odenkirk,Robert Ben Garant,USA,Carsey-Werner Company,6,20852,0,,4613815,,84,11/17/2006,UNK
1986,Desert Bloom,PG,Drama,Jon Voight,Eugene Corr,Linda Remy,USA,Carson Productions,6.6,821,0,,416393,,105,4/18/1986,UNK
1986,Piratas,PG-13,Adventure,Walter Matthau,Roman Polanski,John Brownjohn,France,Carthago Films S.a.r.l.,6.1,6596,40000000,,1641825,,121,7/18/1986,UNK
2002,The Powerpuff Girls Movie,PG,Animation,Cathy Cavadini,Craig McCracken,Charlie Bean,USA,Cartoon Network Studios,6.5,8247,11000000,,11411644,,73,7/3/2002,UNK
2011,The Snowtown Murders,NOT RATED,Biography,Lucas Pittaway,Justin Kurzel,Shaun Grant,Australia,Carver Films,6.6,14476,2000000,,8012,,119,5/19/2011,UNK
1986,Malcolm,PG-13,Comedy,Colin Friels,Nadia Tass,David Parker,Australia,Cascade Films,7.2,1623,0,,544472,,90,11/5/1986,UNK
2008,The Forbidden Kingdom,PG-13,Action,Jackie Chan,Rob Minkoff,John Fusco,USA,Casey Silver Productions,6.6,92275,55000000,,52075270,,104,4/18/2008,UNK
2013,Walking with the Enemy,PG-13,Action,Jonas Armstrong,Mark Schmidt,Kenny Golde,Romania,Castel Film Romania,6,884,0,,357000,,124,4/25/2014,UNK
2002,Darkness,PG-13,Horror,Anna Paquin,Jaume Balagueró,Jaume Balagueró,USA,Castelao Producciones,5.4,17383,10600000,,22163442,,88,12/25/2004,UNK
1995,A Midwinter's Tale,R,Comedy,Michael Maloney,Kenneth Branagh,Kenneth Branagh,UK,Castle Rock Entertainment,7.3,2095,0,,346839,,99,2/16/1996,UNK
2003,A Mighty Wind,PG-13,Comedy,Christopher Guest,Christopher Guest,Christopher Guest,USA,Castle Rock Entertainment,7.3,23253,0,,17508936,,91,5/9/2003,UNK
1997,Absolute Power,R,Action,Clint Eastwood,Clint Eastwood,David Baldacci,USA,Castle Rock Entertainment,6.7,42417,50000000,,50007168,,121,2/14/1997,UNK
1996,Alaska,PG,Adventure,Thora Birch,Fraser C. Heston,Andy Burg,USA,Castle Rock Entertainment,5.7,4485,23000000,,11567023,,109,8/14/1996,UNK
1993,Amos & Andrew,PG-13,Comedy,Nicolas Cage,E. Max Frye,E. Max Frye,USA,Castle Rock Entertainment,5.6,7566,0,,9745803,,96,3/5/1993,UNK
2000,Bait,R,Action,Jamie Foxx,Antoine Fuqua,Andrew Scheinman,Canada,Castle Rock Entertainment,5.7,9493,51000000,,15325127,,119,9/15/2000,UNK
1995,Before Sunrise,R,Drama,Ethan Hawke,Richard Linklater,Richard Linklater,USA,Castle Rock Entertainment,8.1,207167,2500000,,5535405,,101,1/27/1995,UNK
2000,Best in Show,PG-13,Comedy,Fred Willard,Christopher Guest,Christopher Guest,USA,Castle Rock Entertainment,7.5,48351,6000000,,18621249,,90,10/20/2000,UNK
1995,Beyond Rangoon,R,Action,Patricia Arquette,John Boorman,Alex Lasker,UK,Castle Rock Entertainment,6.6,4306,23000000,,5750110,,100,8/25/1995,UNK
2008,Chaos Theory,PG-13,Comedy,Ryan Reynolds,Marcos Siega,Daniel Taplitz,USA,Castle Rock Entertainment,6.7,29075,0,,237958,,87,10/16/2008,UNK
1996,City Hall,R,Drama,Al Pacino,Harold Becker,Ken Lipper,USA,Castle Rock Entertainment,6.2,17531,40000000,,20200000,,111,2/16/1996,UNK
1991,City Slickers,PG-13,Comedy,Billy Crystal,Ron Underwood,Lowell Ganz,USA,Castle Rock Entertainment,6.7,41443,27000000,,124033791,,113,6/7/1991,UNK
1994,City Slickers II: The Legend of Curly's Gold,PG-13,Comedy,Billy Crystal,Paul Weiland,Lowell Ganz,USA,Castle Rock Entertainment,5.5,15982,40000000,,43622150,,116,6/10/1994,UNK
1995,Dolores Claiborne,R,Crime,Kathy Bates,Taylor Hackford,Stephen King,USA,Castle Rock Entertainment,7.4,30927,0,,24361867,,132,3/24/1995,UNK
2003,Dreamcatcher,R,Drama,Morgan Freeman,Lawrence Kasdan,Stephen King,USA,Castle Rock Entertainment,5.5,80087,68000000,,33715436,,136,3/21/2003,UNK
1998,El secreto,R,Crime,Woody Harrelson,Volker Schlöndorff,James Hadley Chase,Germany,Castle Rock Entertainment,6,6906,0,,5840581,,114,2/20/1998,UNK
1996,Extreme Measures,R,Crime,Hugh Grant,Michael Apted,Michael Palmer,USA,Castle Rock Entertainment,6.1,14855,38000000,,17305211,,118,9/27/1996,UNK
2010,Flipped,PG,Comedy,Madeline Carroll,Rob Reiner,Rob Reiner,USA,Castle Rock Entertainment,7.7,67346,14000000,,1752214,,100,9/10/2010,UNK
1995,Forget Paris,PG-13,Comedy,Billy Crystal,Billy Crystal,Billy Crystal,USA,Castle Rock Entertainment,6.4,9897,0,,33194500,,101,5/19/1995,UNK
1996,Ghosts of Mississippi,PG-13,Drama,Alec Baldwin,Rob Reiner,Lewis Colick,USA,Castle Rock Entertainment,6.7,8989,36000000,,13052741,,130,1/3/1997,UNK
1996,Hamlet,PG-13,Drama,Kenneth Branagh,Kenneth Branagh,William Shakespeare,UK,Castle Rock Entertainment,7.8,32078,18000000,,4414535,,242,12/25/1996,UNK
2001,Hearts in Atlantis,PG-13,Drama,Anthony Hopkins,Scott Hicks,Stephen King,USA,Castle Rock Entertainment,6.9,32102,31000000,,24185781,,101,9/28/2001,UNK
1992,Honeymoon in Vegas,PG-13,Comedy,James Caan,Andrew Bergman,Andrew Bergman,USA,Castle Rock Entertainment,5.8,15079,25000000,,35208854,,96,8/28/1992,UNK
2007,In the Land of Women,PG-13,Comedy,Adam Brody,Jon Kasdan,Jon Kasdan,USA,Castle Rock Entertainment,6.5,28844,10000000,,11043445,,97,4/20/2007,UNK
1993,Josh and S.A.M.,PG-13,Adventure,Jacob Tierney,Billy Weber,Frank Deese,USA,Castle Rock Entertainment,5.8,1253,18000000,,1528163,,96,11/24/1993,UNK
2003,Kangaroo Jack,PG,Action,Anthony Anderson,David McNally,Steve Bing,USA,Castle Rock Entertainment,4.4,25060,60000000,,66934963,,89,1/17/2003,UNK
1991,Late for Dinner,PG,Drama,Peter Berg,W.D. Richter,Mark Andrus,USA,Castle Rock Entertainment,6.5,1474,0,,8906823,,99,9/20/1991,UNK
1994,Little Big League,PG,Comedy,Luke Edwards,Andrew Scheinman,Gregory K. Pincus,USA,Castle Rock Entertainment,6.1,8249,0,,12211068,,119,6/29/1994,UNK
1990,Lord of the Flies,R,Adventure,Balthazar Getty,Harry Hook,William Golding,USA,Castle Rock Entertainment,6.4,23976,0,,13985225,,90,3/16/1990,UNK
1993,Malicia,R,Crime,Alec Baldwin,Harold Becker,Aaron Sorkin,Canada,Castle Rock Entertainment,6.4,19410,20000000,,46044636,,107,10/1/1993,UNK
1999,Mickey Blue Eyes,PG-13,Comedy,Hugh Grant,Kelly Makin,Adam Scheinman,UK,Castle Rock Entertainment,5.8,31178,75000000,,33864342,,102,8/20/1999,UNK
1990,Misery,R,Crime,James Caan,Rob Reiner,Stephen King,USA,Castle Rock Entertainment,7.8,147278,20000000,,61276872,,107,11/30/1990,UNK
2005,Miss Congeniality 2: Armed and Fabulous,PG-13,Action,Sandra Bullock,John Pasquin,Marc Lawrence,USA,Castle Rock Entertainment,5,56280,45000000,,48478006,,115,3/24/2005,UNK
1992,Mr. Saturday Night,R,Comedy,Billy Crystal,Billy Crystal,Billy Crystal,USA,Castle Rock Entertainment,5.8,3990,43000000,,13351357,,119,9/25/1992,UNK
2007,Music and Lyrics,PG-13,Comedy,Hugh Grant,Marc Lawrence,Marc Lawrence,USA,Castle Rock Entertainment,6.5,86258,40000000,,50572589,,95,2/14/2007,UNK
1998,My Giant,PG,Comedy,Billy Crystal,Michael Lehmann,Billy Crystal,USA,Castle Rock Entertainment,4.9,5996,0,,7985929,,103,4/10/1998,UNK
1993,Needful Things,R,Crime,Max von Sydow,Fraser C. Heston,Stephen King,USA,Castle Rock Entertainment,6.2,18215,0,,15185672,,120,8/27/1993,UNK
2007,No Reservations,PG,Comedy,Catherine Zeta-Jones,Scott Hicks,Carol Fuchs,USA,Castle Rock Entertainment,6.3,62276,28000000,,43107979,,104,7/27/2007,UNK
1994,North,PG,Adventure,Elijah Wood,Rob Reiner,Alan Zweibel,USA,Castle Rock Entertainment,4.4,11852,40000000,,7138449,,87,7/22/1994,UNK
1995,Othello,R,Drama,Laurence Fishburne,Oliver Parker,Oliver Parker,USA,Castle Rock Entertainment,6.9,7965,11000000,,2112951,,123,1/19/1996,UNK
2000,Proof of Life,R,Action,Meg Ryan,Taylor Hackford,Tony Gilroy,USA,Castle Rock Entertainment,6.2,50964,65000000,,32598931,,135,12/8/2000,UNK
1990,Sibling Rivalry,PG-13,Comedy,Kirstie Alley,Carl Reiner,Martha Goldhirsh,USA,Castle Rock Entertainment,5.4,2115,0,,17854930,,87,10/26/1990,UNK
1996,Some Mother's Son,R,Drama,Helen Mirren,Terry George,Terry George,Ireland,Castle Rock Entertainment,7.3,2238,0,,608032,,112,12/25/1996,UNK
1998,Sour Grapes,R,Comedy,Steven Weber,Larry David,Larry David,USA,Castle Rock Entertainment,5.7,2482,0,,219932,,91,4/17/1998,UNK
1996,Striptease,R,Comedy,Demi Moore,Andrew Bergman,Carl Hiaasen,USA,Castle Rock Entertainment,4.3,36876,40000000,,33109743,,115,6/28/1996,UNK
1996,SubUrbia,R,Drama,Giovanni Ribisi,Richard Linklater,Eric Bogosian,USA,Castle Rock Entertainment,6.8,7747,0,,726207,,121,2/7/1997,UNK
2002,The Adventures of Pluto Nash,PG-13,Comedy,Eddie Murphy,Ron Underwood,Neil Cuthbert,USA,Castle Rock Entertainment,3.8,21240,100000000,,4420080,,95,8/16/2002,UNK
1998,The Last Days of Disco,R,Comedy,Chloë Sevigny,Whit Stillman,Whit Stillman,USA,Castle Rock Entertainment,6.6,10509,8000000,,2987297,,113,6/12/1998,UNK
2001,The Majestic,PG,Drama,Jim Carrey,Frank Darabont,Michael Sloane,USA,Castle Rock Entertainment,6.9,47073,72000000,,27807266,,152,12/21/2001,UNK
2002,The Salton Sea,R,Crime,Val Kilmer,D.J. Caruso,Tony Gayton,USA,Castle Rock Entertainment,7.2,27543,18000000,,764554,,103,5/17/2002,UNK
1994,The Shawshank Redemption,R,Crime,Tim Robbins,Frank Darabont,Stephen King,USA,Castle Rock Entertainment,9.3,1861666,25000000,,28341469,,142,10/14/1994,UNK
1996,The Spitfire Grill,PG-13,Drama,Alison Elliott,Lee David Zlotoff,Lee David Zlotoff,USA,Castle Rock Entertainment,6.9,4971,6000000,,12643776,,117,9/6/1996,UNK
1999,The Story of Us,R,Comedy,Bruce Willis,Rob Reiner,Alan Zweibel,USA,Castle Rock Entertainment,5.9,19215,50000000,,27067160,,95,10/15/1999,UNK
2002,Two Weeks Notice,PG-13,Comedy,Sandra Bullock,Marc Lawrence,Marc Lawrence,USA,Castle Rock Entertainment,6.1,91854,60000000,,93354851,,101,12/20/2002,UNK
1996,Waiting for Guffman,R,Comedy,Christopher Guest,Christopher Guest,Christopher Guest,USA,Castle Rock Entertainment,7.6,23604,4000000,,2923982,,84,1/31/1997,UNK
1989,When Harry Met Sally...,R,Comedy,Billy Crystal,Rob Reiner,Nora Ephron,USA,Castle Rock Entertainment,7.6,161347,16000000,,92823600,,96,7/21/1989,UNK
1989,Winter People,PG-13,Drama,Kurt Russell,Ted Kotcheff,John Ehle,USA,Castle Rock Entertainment,6.3,1029,0,,2023282,,110,4/14/1989,UNK
1992,Year of the Comet,PG-13,Action,Penelope Ann Miller,Peter Yates,William Goldman,USA,Castle Rock Entertainment,5.8,1207,0,,2791515,,91,4/24/1992,UNK
1998,Zero Effect,R,Comedy,Bill Pullman,Jake Kasdan,Jake Kasdan,USA,Castle Rock Entertainment,7,12839,5000000,,1980338,,116,1/30/1998,UNK
